ms,mv,uA,p_mW
53188,3304,76'00,253,0.3
53198,3304,73"00,242,0.2
53208,3304,77#00,255,0.3
53218,3304,70&00,233,0.2
53228,3304,77#00,255,0.3
53238,3304,76'00,253,0.3
53248,3304,76!00,251,0.3
53258,3304,76'00,253,0.3
53268,3304,74#00,245,0.2
53278,3304,76'00,253,0.3
53288,3304,72#00,239,0.2
53298,3304,77#00,255,0.3
53308,3304,70%00,233,0.2
53318,3304,77"00,255,0.3
53328,3304,76'00,253,0.3
53338,3304,75&00,250,0.2
53348,3304,76'00,253,0.3
53358,3304,74$00,246,0.2
53368,3304,76'00,253,0.3
53378,3304,71$00,236,0.2
53388,3304,77#00,255,0.3
53398,3304,70#00,232,0.2
53408,3304,77#00,255,0.3
53418,3304,76'00,253,0.3
53428,3304,75 00,248,0.2
53438,3304,76800,254,253.7
53448,3304,74#00,245,0.2
53458,3304,77 00,254,0.3
53468,3304,70900,234,234.3
53478,3304,77$00,256,0.3
53488,3304,76800,254,253.7
53498,3304,77 00,254,0.3
53508,3304,76'00,253,0.3
53518,3304,74800,247,247.1
53528,3304,76'00,253,0.3
53538,3304,74#00,245,0.2
53548,3304,77"00,255,0.3
53558,3304,70'00,234,0.2
53568,3304,77#00,255,0.3
53578,3304,76'00,253,0.3
53588,3304,76$00,252,0.3
53598,3304,76800,254,253.7
53608,3304,74%00,246,0.2
53618,3304,76'00,253,0.3
53628,3304,73'00,244,0.2
53638,3304,77"00,255,0.3
53648,3304,70&00,233,0.2
53658,3304,77300,255,255.4
53668,3304,76'00,253,0.3
53678,3304,76"00,252,0.3
53688,3300,76800,253,253.4
53698,3304,74$00,246,0.2
53708,3304,76800,254,253.7
53718,3304,72900,241,240.9
53728,3304,77#00,255,0.3
53738,3304,70&00,233,0.2
53748,3304,77$00,256,0.3
53758,3304,76800,254,253.7
53768,3304,76 00,251,0.3
53778,3304,76800,254,253.7
53788,3304,74$00,246,0.2
53798,3304,76'00,253,0.3
53808,3304,71900,238,237.6
53818,3304,77$00,256,0.3
53828,3304,70%00,233,0.2
53838,3304,77$00,256,0.3
53848,3304,76800,254,253.7
53858,3304,75#00,249,0.2
53868,3304,76'00,253,0.3
53878,3304,74#00,245,0.2
53888,3304,76800,254,253.7
53898,3304,71"00,235,0.2
53908,3304,77#00,255,0.3
53918,3304,70 00,231,0.2
53928,3304,77"00,255,0.3
53938,3304,76800,254,253.7
53948,3304,74900,247,247.5
53958,3304,76800,254,253.7
53968,3304,74$00,246,0.2
53978,3304,77 00,254,0.3
53988,3304,70800,234,233.9
53998,3304,77$00,256,0.3
54008,3304,76800,254,253.7
54018,3304,76'00,253,0.3
54028,3304,76'00,253,0.3
54038,3304,74'00,247,0.2
54048,3304,76'00,253,0.3
54058,3304,74"00,245,0.2
54068,3304,77!00,255,0.3
54078,3304,70'00,234,0.2
54088,3304,77#00,255,0.3
54098,3304,76800,254,253.7
54108,3304,76#00,252,0.3
54118,3304,76800,254,253.7
54128,3304,74%00,246,0.2
54138,3304,76800,254,253.7
54148,3304,73$00,243,0.2
54158,3304,77"00,255,0.3
54168,3304,70&00,233,0.2
54178,3304,77#00,255,0.3
54188,3304,76'00,253,0.3
54198,3304,76"00,252,0.3
54208,3304,76'00,253,0.3
54218,3304,74$00,246,0.2
54228,3304,76'00,253,0.3
54238,3304,72&00,240,0.2
54248,3304,77"00,255,0.3
54258,3304,70%00,233,0.2
54268,3304,77#00,255,0.3
54278,3304,76'00,253,0.3
54288,3304,75800,250,250.4
54298,3304,76800,254,253.7
54308,3304,74#00,245,0.2
54318,3304,76800,254,253.7
54328,3304,71&00,237,0.2
54338,3304,77#00,255,0.3
54348,3304,70$00,233,0.2
54358,3304,77$00,256,0.3
54368,3304,76800,254,253.7
54378,3304,75!00,248,0.2
54388,3304,76&00,253,0.3
54398,3304,74#00,245,0.2
54408,3300,76800,253,253.4
54418,3304,71 00,235,0.2
54428,3304,77#00,255,0.3
54438,3304,69800,231,230.6
54448,3304,77 00,254,0.3
54458,3304,76'00,253,0.3
54468,3304,74800,247,247.1
54478,3304,76'00,253,0.3
54488,3304,74#00,245,0.2
54498,3304,77!00,255,0.3
54508,3304,70'00,234,0.2
54518,3304,77#00,255,0.3
54528,3304,76800,254,253.7
54538,3304,76&00,253,0.3
54548,3304,76&00,253,0.3
54558,3304,74&00,246,0.2
54568,3304,76700,253,253.4
54578,3304,73900,244,244.2
54588,3304,77#00,255,0.3
54598,3304,70&00,233,0.2
54608,3304,77#00,255,0.3
54618,3304,76800,254,253.7
54628,3304,76#00,252,0.3
54638,3304,76800,254,253.7
54648,3304,74$00,246,0.2
54658,3304,76800,254,253.7
54668,3304,73 00,241,0.2
54678,3304,77#00,255,0.3
54688,3304,70&00,233,0.2
54698,3304,77#00,255,0.3
54708,3304,76'00,253,0.3
54718,3304,76!00,251,0.3
54728,3304,76'00,253,0.3
54738,3304,74#00,245,0.2
54748,3304,76'00,253,0.3
54758,3304,72!00,238,0.2
54768,3304,77"00,255,0.3
54778,3304,70%00,233,0.2
54788,3304,77#00,255,0.3
54798,3304,76'00,253,0.3
54808,3304,75%00,249,0.2
54818,3304,76800,254,253.7
54828,3304,74$00,246,0.2
54838,3304,76'00,253,0.3
54848,3304,71#00,236,0.2
54858,3304,77#00,255,0.3
54868,3304,70!00,232,0.2
54878,3304,77#00,255,0.3
54888,3304,76'00,253,0.3
54898,3308,75!00,248,0.2
54908,3304,76800,254,253.7
54918,3304,74$00,246,0.2
54928,3304,76900,254,254.1
54938,3304,70900,234,234.3
54948,3304,77#00,255,0.3
54958,3304,76800,254,253.7
54968,3304,76900,254,254.1
54978,3304,76'00,253,0.3
54988,3304,74800,247,247.1
54998,3304,76'00,253,0.3
55008,3304,74#00,245,0.2
55018,3304,77"00,255,0.3
55028,3304,70'00,234,0.2
55038,3304,77#00,255,0.3
55048,3304,76800,254,253.7
55058,3304,76%00,253,0.3
55068,3304,76800,254,253.7
55078,3304,74%00,246,0.2
55088,3304,76'00,253,0.3
55098,3304,73&00,243,0.2
55108,3304,77#00,255,0.3
55118,3304,70&00,233,0.2
55128,3304,77#00,255,0.3
55138,3304,76'00,253,0.3
55148,3304,76"00,252,0.3
55158,3304,76'00,253,0.3
55168,3304,74$00,246,0.2
55178,3304,76'00,253,0.3
55188,3304,72800,241,240.5
55198,3300,77#00,255,0.3
55208,3304,70&00,233,0.2
55218,3304,77#00,255,0.3
55228,3304,76800,254,253.7
55238,3304,76 00,251,0.3
55248,3304,76'00,253,0.3
55258,3304,74$00,246,0.2
55268,3304,76800,254,253.7
55278,3304,71800,237,237.2
55288,3304,77#00,255,0.3
55298,3304,70%00,233,0.2
55308,3304,77#00,255,0.3
55318,3304,76800,254,253.7
55328,3304,75#00,249,0.2
55338,3304,76'00,253,0.3
55348,3304,74$00,246,0.2
55358,3304,76800,254,253.7
55368,3304,71 00,235,0.2
55378,3304,77"00,255,0.3
55388,3304,69900,231,230.9
55398,3304,77"00,255,0.3
55408,3304,76'00,253,0.3
55418,3304,74900,247,247.5
55428,3304,76'00,253,0.3
55438,3304,74$00,246,0.2
55448,3304,77 00,254,0.3
55458,3304,70'00,234,0.2
55468,3304,77#00,255,0.3
55478,3304,76700,253,253.4
55488,3304,76'00,253,0.3
55498,3304,76800,254,253.7
55508,3304,74'00,247,0.2
55518,3304,76'00,253,0.3
55528,3304,74"00,245,0.2
55538,3304,77"00,255,0.3
55548,3304,70&00,233,0.2
55558,3304,77#00,255,0.3
55568,3304,76'00,253,0.3
55578,3304,76#00,252,0.3
55588,3304,76800,254,253.7
55598,3304,74%00,246,0.2
55608,3304,76800,254,253.7
55618,3304,73$00,243,0.2
55628,3304,77#00,255,0.3
55638,3300,70&00,233,0.2
55648,3304,77#00,255,0.3
55658,3304,76'00,253,0.3
55668,3304,76"00,252,0.3
55678,3304,76800,254,253.7
55688,3304,74$00,246,0.2
55698,3304,76'00,253,0.3
55708,3304,72$00,239,0.2
55718,3304,77$00,256,0.3
55728,3304,70&00,233,0.2
55738,3304,77#00,255,0.3
55778,3304,76'00,253,0.3
55779,3304,75800,250,250.4
55779,3304,76'00,253,0.3
55779,3304,74%00,246,0.2
55788,3304,76'00,253,0.3
55798,3304,71$00,236,0.2
55808,3304,77#00,255,0.3
55818,3304,70#00,232,0.2
55828,3304,77#00,255,0.3
55838,3304,76800,254,253.7
55848,3304,75"00,248,0.2
55858,3304,76800,254,253.7
55868,3304,74$00,246,0.2
55878,3304,76900,254,254.1
55888,3304,71 00,235,0.2
55898,3304,77#00,255,0.3
55908,3304,69800,231,230.6
55918,3304,77 00,254,0.3
55928,3304,76'00,253,0.3
55938,3304,74900,247,247.5
55948,3304,76'00,253,0.3
55958,3304,74$00,246,0.2
55968,3304,77!00,255,0.3
55978,3304,70800,234,233.9
55988,3304,77$00,256,0.3
55998,3304,76800,254,253.7
56008,3304,76%00,253,0.3
56018,3304,76800,254,253.7
56028,3304,74&00,246,0.2
56038,3304,76800,254,253.7
56048,3304,73900,244,244.2
56058,3304,77#00,255,0.3
56068,3304,70&00,233,0.2
56078,3304,77#00,255,0.3
56088,3304,76'00,253,0.3
56098,3304,76#00,252,0.3
56108,3304,76'00,253,0.3
56118,3304,74$00,246,0.2
56128,3304,76'00,253,0.3
56138,3304,73 00,241,0.2
56148,3304,77#00,255,0.3
56158,3304,70&00,233,0.2
56168,3304,77$00,256,0.3
56178,3304,76800,254,253.7
56188,3304,76!00,251,0.3
56198,3304,76'00,253,0.3
56208,3304,74$00,246,0.2
56218,3304,76'00,253,0.3
56228,3304,72!00,238,0.2
56238,3304,77#00,255,0.3
56248,3304,70$00,233,0.2
56258,3304,77#00,255,0.3
56268,3304,76800,254,253.7
56278,3304,75$00,249,0.2
56288,3304,76'00,253,0.3
56298,3304,74#00,245,0.2
56308,3304,76800,254,253.7
56318,3304,71"00,235,0.2
56328,3304,77$00,256,0.3
56338,3304,70!00,232,0.2
56348,3304,77$00,256,0.3
56358,3304,76800,254,253.7
56368,3304,75 00,248,0.2
56378,3304,76'00,253,0.3
56388,3304,74300,245,245.5
56398,3304,77 00,254,0.3
56408,3304,70800,234,233.9
56418,3304,77#00,255,0.3
56428,3304,76800,254,253.7
56438,3304,76900,254,254.1
56448,3300,76'00,253,0.3
56458,3304,74800,247,247.1
56468,3304,76800,254,253.7
56478,3304,74#00,245,0.2
56488,3304,77"00,255,0.3
56498,3304,70'00,234,0.2
56508,3304,77#00,255,0.3
56518,3304,76800,254,253.7
56528,3304,76$00,252,0.3
56538,3304,76800,254,253.7
56548,3304,74%00,246,0.2
56558,3304,76800,254,253.7
56568,3304,73&00,243,0.2
56578,3304,77#00,255,0.3
56588,3304,70&00,233,0.2
56598,3304,77$00,256,0.3
56608,3304,76800,254,253.7
56618,3304,76#00,252,0.3
56628,3304,76800,254,253.7
56638,3304,74$00,246,0.2
56648,3304,76'00,253,0.3
56658,3304,72&00,240,0.2
56668,3304,77#00,255,0.3
56678,3304,70&00,233,0.2
56688,3304,77#00,255,0.3
56698,3304,76'00,253,0.3
56708,3304,75900,251,250.8
56718,3304,76'00,253,0.3
56728,3304,74$00,246,0.2
56738,3304,76800,254,253.7
56748,3304,71800,237,237.2
56758,3304,77#00,255,0.3
56768,3304,70$00,233,0.2
56778,3304,77#00,255,0.3
56788,3304,76800,254,253.7
56798,3304,75"00,248,0.2
56808,3304,76'00,253,0.3
56818,3304,74$00,246,0.2
56828,3304,76800,254,253.7
56838,3304,71100,235,234.9
56848,3304,77#00,255,0.3
56858,3304,69900,231,230.9
56868,3304,77"00,255,0.3
56878,3304,76800,254,253.7
56888,3304,74900,247,247.5
56898,3304,76800,254,253.7
56908,3304,74$00,246,0.2
56918,3304,77 00,254,0.3
56928,3304,70800,234,233.9
56938,3304,77#00,255,0.3
56948,3304,76800,254,253.7
56958,3304,76'00,253,0.3
56968,3304,76800,254,253.7
56978,3304,74&00,246,0.2
56988,3304,76'00,253,0.3
56998,3304,74!00,245,0.2
57008,3304,77"00,255,0.3
57018,3304,70&00,233,0.2
57028,3304,77#00,255,0.3
57038,3304,76'00,253,0.3
57048,3304,76#00,252,0.3
57058,3304,76'00,253,0.3
57068,3304,74$00,246,0.2
57078,3304,76'00,253,0.3
57088,3304,73"00,242,0.2
57098,3304,77#00,255,0.3
57108,3304,70&00,233,0.2
57118,3304,77#00,255,0.3
57128,3304,76'00,253,0.3
57138,3304,76"00,252,0.3
57148,3304,76'00,253,0.3
57158,3304,74#00,245,0.2
57168,3304,76'00,253,0.3
57178,3304,72#00,239,0.2
57188,3304,77#00,255,0.3
57198,3304,70&00,233,0.2
57208,3304,77#00,255,0.3
57218,3304,76'00,253,0.3
57228,3304,75'00,250,0.2
57238,3304,76'00,253,0.3
57248,3304,74#00,245,0.2
57258,3304,76'00,253,0.3
57268,3304,71$00,236,0.2
57278,3304,77"00,255,0.3
57288,3304,70"00,232,0.2
57298,3304,77#00,255,0.3
57308,3304,76'00,253,0.3
57318,3304,75!00,248,0.2
57328,3304,76800,254,253.7
57338,3304,74$00,246,0.2
57348,3304,77 00,254,0.3
57358,3304,70900,234,234.3
57368,3304,77#00,255,0.3
57378,3304,76'00,253,0.3
57388,3304,77 00,254,0.3
57398,3304,76800,254,253.7
57408,3304,74800,247,247.1
57418,3304,76800,254,253.7
57428,3304,74$00,246,0.2
57438,3304,77!00,255,0.3
57448,3304,70'00,234,0.2
57458,3304,77#00,255,0.3
57468,3304,76800,254,253.7
57478,3304,76%00,253,0.3
57488,3304,76800,254,253.7
57498,3304,74&00,246,0.2
57508,3304,76'00,253,0.3
57518,3304,73800,244,243.8
57528,3304,77#00,255,0.3
57538,3304,70'00,234,0.2
57548,3304,77#00,255,0.3
57558,3304,76'00,253,0.3
57568,3304,76#00,252,0.3
57578,3304,76800,254,253.7
57588,3304,74$00,246,0.2
57598,3304,76800,254,253.7
57608,3304,73 00,241,0.2
57618,3304,77#00,255,0.3
57628,3304,70&00,233,0.2
57638,3304,77#00,255,0.3
57648,3304,76'00,253,0.3
57658,3304,76 00,251,0.3
57668,3304,76'00,253,0.3
57678,3304,74$00,246,0.2
57688,3304,76'00,253,0.3
57698,3304,72 00,238,0.2
57708,3304,77#00,255,0.3
57718,3304,70%00,233,0.2
57728,3304,77#00,255,0.3
57738,3304,76'00,253,0.3
57748,3304,75400,249,249.1
57758,3304,76'00,253,0.3
57768,3304,74$00,246,0.2
57778,3304,76800,254,253.7
57788,3304,71"00,235,0.2
57798,3304,77$00,256,0.3
57808,3304,70 00,231,0.2
57818,3304,77"00,255,0.3
57828,3304,76'00,253,0.3
57838,3304,75 00,248,0.2
57848,3304,76'00,253,0.3
57858,3304,74#00,245,0.2
57868,3304,77!00,255,0.3
57878,3304,70800,234,233.9
57888,3304,77#00,255,0.3
57898,3304,76800,254,253.7
57908,3304,76800,254,253.7
57918,3304,76'00,253,0.3
57928,3304,74'00,247,0.2
57938,3304,76800,254,253.7
57948,3304,74#00,245,0.2
57958,3304,77"00,255,0.3
57968,3304,70'00,234,0.2
57978,3304,77#00,255,0.3
57988,3304,76800,254,253.7
57998,3304,76$00,252,0.3
58008,3304,76'00,253,0.3
58018,3304,74%00,246,0.2
58028,3304,76'00,253,0.3
58038,3304,73%00,243,0.2
58048,3304,77"00,255,0.3
58058,3304,70&00,233,0.2
58068,3304,77#00,255,0.3
58078,3304,76'00,253,0.3
58088,3304,76"00,252,0.3
58098,3304,76'00,253,0.3
58108,3304,74%00,246,0.2
58118,3304,76'00,253,0.3
58128,3304,72&00,240,0.2
58138,3304,77#00,255,0.3
58148,3304,70&00,233,0.2
58158,3304,77#00,255,0.3
58168,3304,76'00,253,0.3
58178,3304,75800,250,250.4
58188,3304,76800,254,253.7
58198,3304,74$00,246,0.2
58208,3304,76800,254,253.7
58218,3304,71'00,237,0.2
58228,3304,77#00,255,0.3
58238,3304,70#00,232,0.2
58248,3304,77$00,256,0.3
58258,3304,76800,254,253.7
58268,3304,75"00,248,0.2
58278,3304,76'00,253,0.3
58288,3304,74$00,246,0.2
58298,3304,76800,254,253.7
58308,3304,71!00,235,0.2
58318,3304,77#00,255,0.3
58328,3304,69900,231,230.9
58338,3304,77!00,255,0.3
58348,3304,76800,254,253.7
58358,3304,74800,247,247.1
58368,3304,76800,254,253.7
58378,3304,74#00,245,0.2
58388,3304,77!00,255,0.3
58398,3304,70'00,234,0.2
58408,3304,77#00,255,0.3
58418,3304,76800,254,253.7
58428,3304,76&00,253,0.3
58438,3304,76'00,253,0.3
58448,3304,74&00,246,0.2
58458,3304,76'00,253,0.3
58468,3304,74 00,244,0.2
58478,3304,77"00,255,0.3
58488,3304,70&00,233,0.2
58498,3304,77$00,256,0.3
58508,3304,76800,254,253.7
58518,3304,76#00,252,0.3
58528,3304,76800,254,253.7
58538,3304,74$00,246,0.2
58548,3304,76'00,253,0.3
58558,3304,73!00,242,0.2
58568,3304,77#00,255,0.3
58578,3304,70&00,233,0.2
58588,3304,77#00,255,0.3
58598,3304,76800,254,253.7
58608,3304,76"00,252,0.3
58618,3304,76'00,253,0.3
58628,3304,74$00,246,0.2
58638,3304,76800,254,253.7
58648,3304,72"00,239,0.2
58658,3304,77300,255,255.4
58668,3304,70&00,233,0.2
58678,3304,77#00,255,0.3
58688,3304,76'00,253,0.3
58698,3304,75&00,250,0.2
58708,3304,76800,254,253.7
58718,3304,74#00,245,0.2
58728,3304,76'00,253,0.3
58738,3304,71$00,236,0.2
58748,3304,77#00,255,0.3
58758,3304,70!00,232,0.2
58768,3304,77#00,255,0.3
58778,3304,76'00,253,0.3
58788,3304,75!00,248,0.2
58798,3304,76800,254,253.7
58808,3304,74#00,245,0.2
58818,3304,76900,254,254.1
58828,3304,70900,234,234.3
58838,3304,77#00,255,0.3
58848,3304,76'00,253,0.3
58858,3304,76900,254,254.1
58868,3304,76'00,253,0.3
58878,3304,74'00,247,0.2
58888,3304,76'00,253,0.3
58898,3304,74#00,245,0.2
58908,3304,77#00,255,0.3
58918,3304,70'00,234,0.2
58928,3304,77#00,255,0.3
58938,3304,76800,254,253.7
58948,3304,76$00,252,0.3
58958,3304,76'00,253,0.3
58968,3304,74%00,246,0.2
58978,3304,76800,254,253.7
58988,3304,73&00,243,0.2
58998,3304,77"00,255,0.3
59008,3304,70&00,233,0.2
59018,3304,77#00,255,0.3
59028,3304,76800,254,253.7
59038,3304,76#00,252,0.3
59048,3304,76800,254,253.7
59058,3304,74$00,246,0.2
59068,3304,76800,254,253.7
59078,3304,72800,241,240.5
59088,3304,77#00,255,0.3
59098,3304,70&00,233,0.2
59108,3304,77300,255,255.4
59118,3304,76'00,253,0.3
59128,3304,75900,251,250.8
59138,3304,76800,254,253.7
59148,3304,74$00,246,0.2
59158,3304,76'00,253,0.3
59168,3304,71900,238,237.6
59178,3304,77#00,255,0.3
59188,3304,70$00,233,0.2
59198,3304,77$00,256,0.3
59208,3304,76'00,253,0.3
59218,3304,75#00,249,0.2
59228,3304,76&00,253,0.3
59238,3304,74#00,245,0.2
59248,3304,76800,254,253.7
59258,3304,71"00,235,0.2
59268,3304,77$00,256,0.3
59278,3304,70 00,231,0.2
59288,3304,77"00,255,0.3
59298,3304,76800,254,253.7
59308,3304,74900,247,247.5
59318,3304,76'00,253,0.3
59328,3304,74$00,246,0.2
59338,3304,77 00,254,0.3
59348,3304,70900,234,234.3
59358,3304,77$00,256,0.3
59368,3304,76'00,253,0.3
59378,3304,76'00,253,0.3
59388,3304,76'00,253,0.3
59398,3304,74'00,247,0.2
59408,3304,76'00,253,0.3
59418,3304,74!00,245,0.2
59428,3304,77"00,255,0.3
59438,3304,70'00,234,0.2
59448,3304,77#00,255,0.3
59458,3304,76800,254,253.7
59468,3304,76$00,252,0.3
59478,3304,76800,254,253.7
59488,3304,74%00,246,0.2
59498,3304,76'00,253,0.3
59508,3304,73$00,243,0.2
59518,3304,77#00,255,0.3
59528,3304,70&00,233,0.2
59538,3304,77#00,255,0.3
59548,3304,76'00,253,0.3
59558,3304,76"00,252,0.3
59568,3304,76800,254,253.7
59578,3304,74$00,246,0.2
59588,3304,76800,254,253.7
59598,3304,72%00,240,0.2
59608,3304,77#00,255,0.3
59618,3304,70&00,233,0.2
59628,3304,77#00,255,0.3
59638,3304,76'00,253,0.3
59648,3304,75'00,250,0.2
59658,3304,76800,254,253.7
59668,3304,74$00,246,0.2
59678,3304,76'00,253,0.3
59688,3304,71&00,237,0.2
59698,3304,77$00,256,0.3
59708,3304,70#00,232,0.2
59718,3304,77#00,255,0.3
59728,3304,76800,254,253.7
59738,3304,75"00,248,0.2
59748,3304,76'00,253,0.3
59758,3304,74$00,246,0.2
59768,3304,76900,254,254.1
59778,3304,70900,234,234.3
59788,3304,77$00,256,0.3
59798,3304,69800,231,230.6
59808,3304,77!00,255,0.3
59818,3304,76800,254,253.7
59828,3304,74800,247,247.1
59838,3304,76800,254,253.7
59848,3304,74$00,246,0.2
59858,3304,77!00,255,0.3
59868,3304,70'00,234,0.2
59878,3304,77#00,255,0.3
59888,3304,76'00,253,0.3
59898,3304,76%00,253,0.3
59908,3304,76800,254,253.7
59918,3304,74&00,246,0.2
59928,3304,76'00,253,0.3
59938,3304,73900,244,244.2
59948,3304,77"00,255,0.3
59958,3304,70'00,234,0.2
59968,3304,77#00,255,0.3
59978,3304,76'00,253,0.3
59988,3304,76#00,252,0.3
59998,3304,76'00,253,0.3
# summary, ms_total=60000, adv_count=0, E_total_mJ=3519.867, E_per_adv_uJ=0.0
# diag, samples=5999, rate_hz=99.99, mean_v=3.304, mean_i=17.936, mean_p_mW=59259.2
# diag, dt_ms_mean=10.001, dt_ms_std=1.730, dt_ms_min=0, dt_ms_max=102, parse_drop=0
# sys, cpu_mhz=240, wifi_mode=OFF, free_heap=260600
